platform,search_keyword,product_id,product_name,brand,price,mrp,unit,inventory,merchant_id,rating
Blinkit,milk,481037,Nandini Goodlife Vanilla Milkshake,Nandini Goodlife,30,30,180 ml,4,45631,"{'type': 'bar', 'bar': {'value': 4.539999961853027, 'size': 'medium', 'title': {'text': '253', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,320684,Hershey's Strawberry Flavour Milkshake,Hershey's,36,40,180 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.210000038146973, 'size': 'medium', 'title': {'text': '4,930', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,323067,Hershey's Cookies 'n' Creme Flavour Milkshake,Hershey's,36,40,180 ml,4,45631,"{'type': 'bar', 'bar': {'value': 4.170000076293945, 'size': 'medium', 'title': {'text': '4,592', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,309634,Nestle Ceregrow Multigrain Milk & Fruits Cereal,Nestle,299,299,300 g,1,45631,"{'type': 'bar', 'bar': {'value': 4.739999771118164, 'size': 'medium', 'title': {'text': '4,479', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,398850,Amul Pina Colada Mocktail Flavoured Milk,Amul,35,35,200 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.489999771118164, 'size': 'medium', 'title': {'text': '483', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,777783,Smoodh Hazelnut Chocolate Flavoured Milk,Smoodh,90,100,10 x 80 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.949999809265137, 'size': 'medium', 'title': {'text': '22', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,429438,Nestle Lactogrow Nutritious Kids Milk Drink (Biscuity Vanilla Flavour (2 - 6 years)),Nestle Lactogrow,340,375,400 g,1,45631,"{'type': 'bar', 'bar': {'value': 4.760000228881836, 'size': 'medium', 'title': {'text': '2,421', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,627793,Cavin's Rose Flavoured Milk,Cavin's,28,30,170 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.510000228881836, 'size': 'medium', 'title': {'text': '671', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,568041,Nestle Nan Lo Lac Infant Formula Milk Powder,Nestle Nan Lo Lac,620,620,400 g,1,45631,"{'type': 'bar', 'bar': {'value': 4.71999979019165, 'size': 'medium', 'title': {'text': '2,217', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,656390,Only Earth Vanilla Shake Oat Beverage,Only Earth,43,45,165 ml,4,45631,"{'type': 'bar', 'bar': {'value': 4.449999809265137, 'size': 'medium', 'title': {'text': '302', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,398852,Amul Kadai Doodh Flavoured Milk,Amul,35,35,200 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.639999866485596, 'size': 'medium', 'title': {'text': '5,854', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,777786,Smoodh Toffee Caramel Flavoured Milk,Smoodh,90,100,10 x 80 ml,1,45631,
Blinkit,milk,617986,Amul Sweetened Condensed Milk Gold,Amul,145,145,405 g,2,45631,"{'type': 'bar', 'bar': {'value': 4.71999979019165, 'size': 'medium', 'title': {'text': '1,375', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,628154,So Good Barista Edition Oat Beverage,So Good,232,289,1 ltr,1,45631,"{'type': 'bar', 'bar': {'value': 3.0199999809265137, 'size': 'medium', 'title': {'text': '22', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,636269,Cream Bell Kesar Badam Milkshake,Cream Bell,30,30,180 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.579999923706055, 'size': 'medium', 'title': {'text': '392', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,636271,Cream Bell Vanilla Milkshake,Cream Bell,30,30,180 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.199999809265137, 'size': 'medium', 'title': {'text': '249', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,545888,Hershey's Coffee Mocha Flavor Milkshake,Hershey's,34,37,180 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.349999904632568, 'size': 'medium', 'title': {'text': '2,520', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,722894,Yoga Bar Almond Beverage Drink,Yoga Bar,240,299,1 ltr,1,45631,"{'type': 'bar', 'bar': {'value': 2.8399999141693115, 'size': 'medium', 'title': {'text': '125', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,656387,Only Earth Strawberry Shake Oat Beverage,Only Earth,43,45,165 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.460000038146973, 'size': 'medium', 'title': {'text': '219', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,636930,Aashirvaad Badam Flavoured Milk,Aashirvaad,30,30,180 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.460000038146973, 'size': 'medium', 'title': {'text': '684', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,488041,"Urban Platter OatWOW Classic Oat Beverage (Lactose-Free, Plant-Based / Vegan / Milk Alternative)",Urban Platter,315,350,1 ltr,1,45631,"{'type': 'bar', 'bar': {'value': 4.320000171661377, 'size': 'medium', 'title': {'text': '234', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,540962,So Good Caramel Oat Beverage,So Good,246,267,1 ltr,2,45631,"{'type': 'bar', 'bar': {'value': 3.890000104904175, 'size': 'medium', 'title': {'text': '392', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,63290,Nestle Milo Original Milk Drink,Nestle Milo,119,149,240 ml,2,45631,"{'type': 'bar', 'bar': {'value': 3.7699999809265137, 'size': 'medium', 'title': {'text': '100', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,633036,Nestle Milo Ice Milk Drink,Nestle Milo,119,149,240 ml,2,45631,"{'type': 'bar', 'bar': {'value': 3.4800000190734863, 'size': 'medium', 'title': {'text': '65', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,632915,Nestle Milo Kaw Milk Drink,Nestle Milo,119,149,240 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4, 'size': 'medium', 'title': {'text': '55', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,782478,"Slurrp Farm First Bites Strawberry, Sprouted Ragi & Rice Baby Cereal with Milk",Slurrp Farm,311,311,200 g,1,45631,
Blinkit,milk,641368,Amezo Edam Cheese Block,Amezo,475,550,200 g,1,45631,"{'type': 'bar', 'bar': {'value': 4.389999866485596, 'size': 'medium', 'title': {'text': '23', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,531425,Protinex Milk Drink (Creamy Vanilla Flavour),Protinex,1090,1449,1 kg,1,45631,"{'type': 'bar', 'bar': {'value': 4.659999847412109, 'size': 'medium', 'title': {'text': '573', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,748345,Mevano 7nuts 3-10 years Kids Protein Milk Drink Mix,Mevano,599,649,350 g,1,45631,
Blinkit,milk,641070,Amezo Black Pepper Gouda Cheese Block,Amezo,475,550,200 g,1,45631,"{'type': 'bar', 'bar': {'value': 2.9100000858306885, 'size': 'medium', 'title': {'text': '26', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,748354,Mevano 7nuts 10+ years Protein Milk Drink Mix,Mevano,599,699,350 g,1,45631,
Blinkit,milk,520314,Nutty Yogi Turmeric Golden Milk Latte,Nutty Yogi,358,358,2 pcs,1,45631,"{'type': 'bar', 'bar': {'value': 3.1600000858306885, 'size': 'medium', 'title': {'text': '30', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,16728,Cavin's Vanilla Milkshake,Cavin's,38,40,180 ml,10,45631,"{'type': 'bar', 'bar': {'value': 4.550000190734863, 'size': 'medium', 'title': {'text': '6,512', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,28169,Milky Mist Paneer,Milky Mist,105,135,200 g,43,45631,"{'type': 'bar', 'bar': {'value': 4.630000114440918, 'size': 'medium', 'title': {'text': '39,490', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,605732,Milky Mist Low Fat High Protein Paneer,Milky Mist,140,160,200 g,8,45631,"{'type': 'bar', 'bar': {'value': 4.539999961853027, 'size': 'medium', 'title': {'text': '8,495', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,724913,Amul Protein Blueberry Shake (20 g protein),Amul,60,60,200 ml,33,45631,"{'type': 'bar', 'bar': {'value': 4.539999961853027, 'size': 'medium', 'title': {'text': '12,920', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,540432,Epigamia Turbo Chocolate Protein Milkshake,Epigamia,120,141,250 ml,9,45631,"{'type': 'bar', 'bar': {'value': 4.300000190734863, 'size': 'medium', 'title': {'text': '10,270', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,751945,Nestle KitKat Chocolate Milkshake,Nestle KitKat,179,179,220 ml,9,45631,"{'type': 'bar', 'bar': {'value': 3.8299999237060547, 'size': 'medium', 'title': {'text': '777', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,16726,Cavin's Chocolate Milkshake (180 ml),Cavin's,38,40,180 ml,8,45631,"{'type': 'bar', 'bar': {'value': 4.539999961853027, 'size': 'medium', 'title': {'text': '7,118', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,560813,Epigamia Turbo Coffee Protein Milkshake,Epigamia,113,141,250 ml,4,45631,"{'type': 'bar', 'bar': {'value': 4.320000171661377, 'size': 'medium', 'title': {'text': '4,863', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,541681,Epigamia Turbo Cookies & Cream Protein Milkshake,Epigamia,120,141,250 ml,4,45631,"{'type': 'bar', 'bar': {'value': 4.369999885559082, 'size': 'medium', 'title': {'text': '5,439', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,381969,Cavin's Chocolate Milkshake (1 Ltr),Cavin's,143,240,1 ltr,1,45631,"{'type': 'bar', 'bar': {'value': 4.480000019073486, 'size': 'medium', 'title': {'text': '1,677', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,564147,Yoga Bar 26 g Protein Milkshake - Cold Coffee,Yoga Bar,118,131,250 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.369999885559082, 'size': 'medium', 'title': {'text': '2,698', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,28160,Milky Mist Cheese Slices,Milky Mist,113,160,200 g,6,45631,"{'type': 'bar', 'bar': {'value': 4.820000171661377, 'size': 'medium', 'title': {'text': '939', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,487312,Milky Mist Pizza Mozzarella Shredded Cheese,Milky Mist,125,150,200 g,2,45631,"{'type': 'bar', 'bar': {'value': 4.75, 'size': 'medium', 'title': {'text': '493', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,600607,Boost Chocolate Milkshake,Boost,34,40,180 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.230000019073486, 'size': 'medium', 'title': {'text': '2,384', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,564149,Yoga Bar 26 g Protein Milkshake (Double Chocolate),Yoga Bar,118,131,250 ml,4,45631,"{'type': 'bar', 'bar': {'value': 4.079999923706055, 'size': 'medium', 'title': {'text': '3,076', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,636212,Cream Bell Maxxum Double Chocolate Milkshake,Cream Bell,30,30,180 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.590000152587891, 'size': 'medium', 'title': {'text': '1,138', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,483899,Phab 18g Protein Milkshake - Classic Chocolate (No Added Sugar),Phab,125,125,200 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.21999979019165, 'size': 'medium', 'title': {'text': '678', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,634350,Nuvie Vanilla Protein Milkshake,Nuvie,105,110,250 ml,2,45631,"{'type': 'bar', 'bar': {'value': 3.9700000286102295, 'size': 'medium', 'title': {'text': '354', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,483902,Phab 18g Protein Milkshake - Strawberries & Cream (No Added Sugar),Phab,125,125,200 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.269999980926514, 'size': 'medium', 'title': {'text': '641', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,793106,Raw Pressery Banana Honey Protein Milkshake,Raw Pressery,111,145,250 ml,2,45631,
Blinkit,milk,793364,Raw Pressery Cold Coffee Protein Milkshake,Raw Pressery,111,145,250 ml,2,45631,"{'type': 'bar', 'bar': {'value': 3.9700000286102295, 'size': 'medium', 'title': {'text': '3,967', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,793107,Raw Pressery Choco Mint Protein Milkshake,Raw Pressery,111,145,250 ml,1,45631,"{'type': 'bar', 'bar': {'value': 3.8499999046325684, 'size': 'medium', 'title': {'text': '1,368', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,28158,Milky Mist Cheddar Cheese Block,Milky Mist,160,175,200 g,2,45631,"{'type': 'bar', 'bar': {'value': 4.480000019073486, 'size': 'medium', 'title': {'text': '315', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,28159,Milky Mist Cheese Cubes,Milky Mist,156,170,200 g,1,45631,"{'type': 'bar', 'bar': {'value': 4.860000133514404, 'size': 'medium', 'title': {'text': '336', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,757405,Nuvie 20 g Protein Milkshake,Nuvie,105,110,250 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.190000057220459, 'size': 'medium', 'title': {'text': '209', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,590979,Phab Vanilla Almond 18 g Protein Milkshake,Phab,125,125,200 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.179999828338623, 'size': 'medium', 'title': {'text': '567', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,483901,Phab 18g Protein Cold Coffee Protein Milkshake (No Added Sugar),Phab,125,125,200 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.300000190734863, 'size': 'medium', 'title': {'text': '524', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,636216,Cream Bell Maxxum Java Coffee Milkshake,Cream Bell,30,30,180 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.630000114440918, 'size': 'medium', 'title': {'text': '578', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
